completed,valid,email,mobile,social,web,age,became_member_on,gender,income,income10K,bogo_10_5_10,bogo_10_7_10,bogo_5_5_5,bogo_5_7_5,discount_10_10_2,discount_10_7_2,discount_20_10_5,discount_7_7_3,informational_0_3_0,informational_0_4_0
1,1,1,0,0,1,38,2017,2,76000,76,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,38,2017,2,76000,76,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,23,2018,2,60000,60,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,23,2018,2,60000,60,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,23,2018,2,60000,60,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,22,2017,1,44000,44,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,22,2017,1,44000,44,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,22,2017,1,44000,44,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,22,2017,1,44000,44,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,22,2017,1,44000,44,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,45,2017,2,42000,42,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,45,2017,2,42000,42,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,45,2017,2,42000,42,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,56,2018,1,48000,48,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,56,2018,1,48000,48,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,56,2018,1,48000,48,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,56,2018,1,48000,48,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,118,2017,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,118,2017,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,41,2016,1,77000,77,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,41,2016,1,77000,77,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,41,2016,1,77000,77,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,41,2016,1,77000,77,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,52,2018,2,37000,37,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,52,2018,2,37000,37,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,52,2018,2,37000,37,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,58,2017,2,34000,34,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,58,2017,2,34000,34,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,58,2017,2,34000,34,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,58,2017,2,34000,34,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,64,2015,1,73000,73,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,64,2015,1,73000,73,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,64,2015,1,73000,73,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,64,2015,1,73000,73,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,44,2016,1,62000,62,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,44,2016,1,62000,62,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,44,2016,1,62000,62,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,44,2016,1,62000,62,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,118,2015,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,118,2015,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,43,2014,2,73000,73,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,43,2014,2,73000,73,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,43,2014,2,73000,73,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,43,2014,2,73000,73,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,118,2018,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,118,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,118,2018,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,118,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,118,2018,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,33,2015,2,43000,43,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,33,2015,2,43000,43,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,33,2015,2,43000,43,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,118,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,118,2017,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2017,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,67,2017,2,71000,71,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,67,2017,2,71000,71,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,67,2017,2,71000,71,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,67,2017,2,71000,71,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,118,2015,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,118,2015,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,118,2015,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,118,2015,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2015,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,76,2018,2,54000,54,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,76,2018,2,54000,54,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,76,2018,2,54000,54,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,76,2018,2,54000,54,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,118,2016,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,118,2016,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,74,2015,2,50000,50,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,74,2015,2,50000,50,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,74,2015,2,50000,50,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,74,2015,2,50000,50,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,78,2016,1,44000,44,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,78,2016,1,44000,44,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,78,2016,1,44000,44,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,78,2016,1,44000,44,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0,1,51,2017,1,74000,74,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,51,2017,1,74000,74,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,51,2017,1,74000,74,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,51,2017,1,74000,74,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,49,2014,2,52000,52,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,49,2014,2,52000,52,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,49,2014,2,52000,52,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,63,2015,2,64000,64,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,63,2015,2,64000,64,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,63,2015,2,64000,64,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,63,2015,2,64000,64,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,63,2015,2,64000,64,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,53,2017,1,119000,119,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,53,2017,1,119000,119,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,53,2017,1,119000,119,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,53,2017,1,119000,119,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,71,2018,2,39000,39,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,71,2018,2,39000,39,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,71,2018,2,39000,39,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,71,2018,2,39000,39,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,71,2018,2,39000,39,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,68,2018,2,118000,118,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,68,2018,2,118000,118,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,68,2018,2,118000,118,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,68,2018,2,118000,118,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,63,2018,2,49000,49,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,63,2018,2,49000,49,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,63,2018,2,49000,49,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,27,2014,2,72000,72,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,27,2014,2,72000,72,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,27,2014,2,72000,72,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,27,2014,2,72000,72,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,44,2017,2,51000,51,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,44,2017,2,51000,51,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,44,2017,2,51000,51,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,54,2017,2,46000,46,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,54,2017,2,46000,46,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,54,2017,2,46000,46,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,54,2017,2,46000,46,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,54,2017,2,46000,46,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,118,2018,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,118,2018,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,70,2018,1,35000,35,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,1,70,2018,1,35000,35,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,1,70,2018,1,35000,35,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,70,2018,1,35000,35,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,90,2017,1,51000,51,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,90,2017,1,51000,51,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,90,2017,1,51000,51,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,90,2017,1,51000,51,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,52,2015,2,61000,61,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,52,2015,2,61000,61,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,23,2017,1,61000,61,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,23,2017,1,61000,61,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,23,2017,1,61000,61,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,23,2017,1,61000,61,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,23,2017,1,61000,61,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,46,2016,2,61000,61,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,46,2016,2,61000,61,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,46,2016,2,61000,61,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,46,2016,2,61000,61,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,1,60,2018,1,56000,56,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,60,2018,1,56000,56,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,60,2018,1,56000,56,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,59,2017,1,75000,75,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,59,2017,1,75000,75,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,59,2017,1,75000,75,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,59,2017,1,75000,75,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,59,2017,1,75000,75,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,42,2017,1,78000,78,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,42,2017,1,78000,78,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,42,2017,1,78000,78,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,42,2017,1,78000,78,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,88,2016,1,33000,33,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,88,2016,1,33000,33,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,88,2016,1,33000,33,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,26,2018,1,54000,54,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,26,2018,1,54000,54,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,26,2018,1,54000,54,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,55,2016,2,45000,45,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,55,2016,2,45000,45,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,55,2016,2,45000,45,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,50,2016,1,72000,72,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,50,2016,1,72000,72,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,47,2015,1,67000,67,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,47,2015,1,67000,67,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,1,60,2014,2,32000,32,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,60,2014,2,32000,32,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,60,2014,2,32000,32,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,60,2014,2,32000,32,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,60,2014,2,32000,32,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,60,2014,2,32000,32,0,0,0,0,1,0,0,0,0,0
0,1,1,0,0,1,39,2017,2,39000,39,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,39,2017,2,39000,39,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,39,2015,2,62000,62,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,39,2015,2,62000,62,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,39,2015,2,62000,62,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,39,2015,2,62000,62,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,44,2016,1,75000,75,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,44,2016,1,75000,75,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,44,2016,1,75000,75,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,44,2016,1,75000,75,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,44,2016,1,75000,75,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,63,2016,2,56000,56,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,0,63,2016,2,56000,56,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,63,2016,2,56000,56,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,63,2016,2,56000,56,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,68,2018,1,55000,55,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,68,2018,1,55000,55,0,0,1,0,0,0,0,0,0,0
0,1,1,1,1,0,68,2018,1,55000,55,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,68,2018,1,55000,55,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,68,2018,1,55000,55,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,26,2017,2,44000,44,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,26,2017,2,44000,44,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,26,2017,2,44000,44,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,26,2017,2,44000,44,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,55,2018,1,82000,82,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,55,2018,1,82000,82,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,55,2018,1,82000,82,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,55,2018,1,82000,82,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,0,55,2018,1,82000,82,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,118,2018,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,118,2018,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,118,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,118,2016,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,118,2016,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,118,2016,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,56,2017,1,110000,110,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,56,2017,1,110000,110,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,56,2017,1,110000,110,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,56,2017,1,110000,110,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,57,2015,1,79000,79,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,57,2015,1,79000,79,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,1,33,2018,1,40000,40,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,33,2018,1,40000,40,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,1,33,2018,1,40000,40,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,33,2018,1,40000,40,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,33,2018,1,40000,40,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,55,2017,1,79000,79,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,55,2017,1,79000,79,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,55,2017,1,79000,79,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,55,2017,1,79000,79,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,55,2017,1,79000,79,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,53,2014,2,100000,100,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,53,2014,2,100000,100,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,53,2014,2,100000,100,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,53,2014,2,100000,100,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,53,2014,2,100000,100,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,58,2018,1,58000,58,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,58,2018,1,58000,58,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,1,58,2018,1,58000,58,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,58,2018,1,58000,58,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,58,2018,1,58000,58,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,58,2018,1,58000,58,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,118,2015,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,118,2015,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,1,118,2015,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,65,2017,2,33000,33,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,65,2017,2,33000,33,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,65,2017,2,33000,33,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,21,2017,1,49000,49,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,21,2017,1,49000,49,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,21,2017,1,49000,49,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,21,2017,1,49000,49,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,21,2017,1,49000,49,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,85,2014,2,53000,53,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,85,2014,2,53000,53,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,1,85,2014,2,53000,53,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0,1,60,2017,1,73000,73,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,60,2017,1,73000,73,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,60,2017,1,73000,73,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,60,2017,1,73000,73,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,26,2017,2,38000,38,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,1,26,2017,2,38000,38,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,26,2017,2,38000,38,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,84,2017,2,37000,37,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,84,2017,2,37000,37,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,84,2017,2,37000,37,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,77,2016,1,46000,46,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,77,2016,1,46000,46,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,77,2016,1,46000,46,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,25,2016,2,45000,45,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,25,2016,2,45000,45,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,25,2016,2,45000,45,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,33,2017,1,40000,40,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,33,2017,1,40000,40,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,33,2017,1,40000,40,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,1,33,2017,1,40000,40,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,32,2018,1,54000,54,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,32,2018,1,54000,54,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,32,2018,1,54000,54,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,1,32,2018,1,54000,54,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,75,2017,1,60000,60,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,1,75,2017,1,60000,60,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,75,2017,1,60000,60,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,1,75,2017,1,60000,60,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,118,2017,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,118,2017,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,1,118,2017,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,1,1,81,2018,2,74000,74,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,81,2018,2,74000,74,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,81,2018,2,74000,74,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,81,2018,2,74000,74,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,64,2017,1,71000,71,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,64,2017,1,71000,71,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,56,2017,2,46000,46,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,1,56,2017,2,46000,46,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,56,2017,2,46000,46,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,20,2017,1,48000,48,0,0,0,0,0,0,0,0,1,0
0,1,1,1,0,1,20,2017,1,48000,48,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,20,2017,1,48000,48,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,20,2017,1,48000,48,0,0,0,0,0,0,0,1,0,0
0,1,1,1,1,0,20,2017,1,48000,48,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,20,2017,1,48000,48,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,27,2017,2,66000,66,1,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,27,2017,2,66000,66,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,0,27,2017,2,66000,66,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,1,71,2018,3,86000,86,0,0,0,0,0,1,0,0,0,0
1,1,1,1,0,1,71,2018,3,86000,86,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,23,2017,1,54000,54,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,23,2017,1,54000,54,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,23,2017,1,54000,54,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,1,23,2017,1,54000,54,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,0,23,2017,1,54000,54,0,0,0,0,0,0,0,0,1,0
